Sample	Plate	Pretreatment	Treatment	Day of Death	Survival	Regime
1	1	K	P	2	1	KP
2	1	K	P	3	1	KP
3	1	K	P	9	1	KP
4	1	K	P	14	0	KP
5	1	K	P	14	0	KP
6	1	K	P	14	0	KP
7	1	K	P	14	0	KP
8	1	K	P	14	0	KP
9	1	K	P	14	0	KP
10	1	K	P	14	0	KP
11	1	K	P	14	0	KP
12	1	K	P	14	0	KP
13	1	K	P	14	0	KP
14	1	K	P	14	0	KP
15	1	A	P	2	1	AP
16	1	A	P	2	1	AP
17	1	A	P	2	1	AP
18	1	A	P	8	1	AP
19	1	A	P	11	1	AP
20	1	A	P	14	0	AP
21	1	A	P	14	0	AP
22	1	A	P	14	0	AP
23	1	A	P	14	0	AP
24	1	A	P	14	0	AP
25	1	A	P	14	0	AP
26	1	A	P	14	0	AP
27	1	A	P	14	0	AP
28	1	A	P	14	0	AP
29	1	L2	P	1	1	L2P
30	1	L2	P	1	1	L2P
31	1	L2	P	5	1	L2P
32	1	L2	P	14	0	L2P
33	1	L2	P	14	0	L2P
34	1	L2	P	14	0	L2P
35	1	L2	P	14	0	L2P
36	1	L2	P	14	0	L2P
37	1	L2	P	14	0	L2P
38	1	L2	P	14	0	L2P
39	1	L2	P	14	0	L2P
40	1	L2	P	14	0	L2P
41	1	L3	P	14	0	L3P
42	1	L3	P	14	0	L3P
43	1	L3	P	14	0	L3P
44	1	L3	P	14	0	L3P
45	1	L3	P	14	0	L3P
46	1	L3	P	14	0	L3P
47	1	L3	P	14	0	L3P
48	1	L3	P	14	0	L3P
49	1	L3	P	14	0	L3P
50	1	L3	P	14	0	L3P
51	1	L3	P	14	0	L3P
52	1	L6	P	2	1	L6P
53	1	L6	P	8	1	L6P
54	1	L6	P	14	0	L6P
55	1	L6	P	14	0	L6P
56	1	L6	P	14	0	L6P
57	1	L6	P	14	0	L6P
58	1	L6	P	14	0	L6P
59	1	L6	P	14	0	L6P
60	1	L6	P	14	0	L6P
61	1	L6	P	14	0	L6P
62	1	L6	P	14	0	L6P
63	1	L6	P	14	0	L6P
64	1	L6	P	14	0	L6P
65	1	P	P	1	1	PP
66	1	P	P	13	1	PP
67	1	P	P	14	0	PP
68	1	P	P	14	0	PP
69	1	P	P	14	0	PP
70	1	P	P	14	0	PP
71	1	P	P	14	0	PP
72	1	P	P	14	0	PP
73	1	P	P	14	0	PP
74	1	P	P	14	0	PP
75	1	P	P	14	0	PP
76	1	P	P	14	0	PP
77	1	P	P	14	0	PP
78	2	K	B	1	1	KB
79	2	K	B	1	1	KB
80	2	K	B	1	1	KB
81	2	K	B	1	1	KB
82	2	K	B	1	1	KB
83	2	K	B	1	1	KB
84	2	K	B	1	1	KB
85	2	K	B	1	1	KB
86	2	K	B	1	1	KB
87	2	K	B	3	1	KB
88	2	K	B	3	1	KB
89	2	K	B	8	1	KB
90	2	K	B	9	1	KB
91	2	K	B	9	1	KB
92	2	K	B	9	1	KB
93	2	K	B	11	1	KB
94	2	A	B	1	1	AB
95	2	A	B	1	1	AB
96	2	A	B	1	1	AB
97	2	A	B	1	1	AB
98	2	A	B	2	1	AB
99	2	A	B	3	1	AB
100	2	A	B	4	1	AB
101	2	A	B	4	1	AB
102	2	A	B	9	1	AB
103	2	A	B	9	1	AB
104	2	A	B	10	1	AB
105	2	A	B	11	1	AB
106	2	A	B	12	1	AB
107	2	A	B	13	1	AB
108	2	A	B	14	0	AB
109	2	A	B	14	0	AB
110	2	L2	B	1	1	L2B
111	2	L2	B	2	1	L2B
112	2	L2	B	3	1	L2B
113	2	L2	B	4	1	L2B
114	2	L2	B	5	1	L2B
115	2	L2	B	7	1	L2B
116	2	L2	B	9	1	L2B
117	2	L2	B	9	1	L2B
118	2	L2	B	10	1	L2B
119	2	L2	B	11	1	L2B
120	2	L2	B	11	1	L2B
121	2	L2	B	13	1	L2B
122	2	L2	B	14	0	L2B
123	2	L2	B	14	0	L2B
124	2	L2	B	14	0	L2B
125	2	L3	B	1	1	L3B
126	2	L3	B	1	1	L3B
127	2	L3	B	1	1	L3B
128	2	L3	B	1	1	L3B
129	2	L3	B	1	1	L3B
130	2	L3	B	2	1	L3B
131	2	L3	B	4	1	L3B
132	2	L3	B	5	1	L3B
133	2	L3	B	10	1	L3B
134	2	L3	B	10	1	L3B
135	2	L3	B	13	1	L3B
136	2	L3	B	14	0	L3B
137	2	L3	B	14	0	L3B
138	2	L3	B	14	0	L3B
139	2	L3	B	14	0	L3B
140	2	L6	B	1	1	L6B
141	2	L6	B	1	1	L6B
142	2	L6	B	1	1	L6B
143	2	L6	B	1	1	L6B
144	2	L6	B	1	1	L6B
145	2	L6	B	1	1	L6B
146	2	L6	B	2	1	L6B
147	2	L6	B	2	1	L6B
148	2	L6	B	2	1	L6B
149	2	L6	B	8	1	L6B
150	2	L6	B	8	1	L6B
151	2	L6	B	9	1	L6B
152	2	L6	B	10	1	L6B
153	2	L6	B	10	1	L6B
154	2	L6	B	12	1	L6B
155	2	L6	B	14	1	L6B
156	2	P	B	1	1	PB
157	2	P	B	1	1	PB
158	2	P	B	1	1	PB
159	2	P	B	1	1	PB
160	2	P	B	8	1	PB
161	2	P	B	9	1	PB
162	2	P	B	9	1	PB
163	2	P	B	10	1	PB
164	2	P	B	14	1	PB
165	2	P	B	14	0	PB
166	2	P	B	14	0	PB
167	2	P	B	14	0	PB
168	2	P	B	14	0	PB
169	2	P	B	14	0	PB
170	3	K	P	2	1	KP
171	3	K	P	3	1	KP
172	3	K	P	6	1	KP
173	3	K	P	9	1	KP
174	3	K	P	14	0	KP
175	3	K	P	14	0	KP
176	3	K	P	14	0	KP
177	3	K	P	14	0	KP
178	3	K	P	14	0	KP
179	3	K	P	14	0	KP
180	3	K	P	14	0	KP
181	3	K	P	14	0	KP
182	3	K	P	14	0	KP
183	3	K	P	14	0	KP
184	3	K	P	14	0	KP
185	3	K	P	14	0	KP
186	3	A	P	3	1	AP
187	3	A	P	4	1	AP
188	3	A	P	6	1	AP
189	3	A	P	14	0	AP
190	3	A	P	14	0	AP
191	3	A	P	14	0	AP
192	3	A	P	14	0	AP
193	3	A	P	14	0	AP
194	3	A	P	14	0	AP
195	3	A	P	14	0	AP
196	3	A	P	14	0	AP
197	3	A	P	14	0	AP
198	3	A	P	14	0	AP
199	3	A	P	14	0	AP
200	3	A	P	14	0	AP
201	3	A	P	14	0	AP
202	3	L2	P	2	1	L2P
203	3	L2	P	3	1	L2P
204	3	L2	P	13	1	L2P
205	3	L2	P	14	0	L2P
206	3	L2	P	14	0	L2P
207	3	L2	P	14	0	L2P
208	3	L2	P	14	0	L2P
209	3	L2	P	14	0	L2P
210	3	L2	P	14	0	L2P
211	3	L2	P	14	0	L2P
212	3	L2	P	14	0	L2P
213	3	L2	P	14	0	L2P
214	3	L2	P	14	0	L2P
215	3	L2	P	14	0	L2P
216	3	L2	P	14	0	L2P
217	3	L2	P	14	0	L2P
218	3	L3	P	11	1	L3P
219	3	L3	P	14	0	L3P
220	3	L3	P	14	0	L3P
221	3	L3	P	14	0	L3P
222	3	L3	P	14	0	L3P
223	3	L3	P	14	0	L3P
224	3	L3	P	14	0	L3P
225	3	L3	P	14	0	L3P
226	3	L3	P	14	0	L3P
227	3	L3	P	14	0	L3P
228	3	L3	P	14	0	L3P
229	3	L3	P	14	0	L3P
230	3	L3	P	14	0	L3P
231	3	L3	P	14	0	L3P
232	3	L3	P	14	0	L3P
233	3	L3	P	14	0	L3P
234	3	L6	P	1	1	L6P
235	3	L6	P	1	1	L6P
236	3	L6	P	14	1	L6P
237	3	L6	P	14	0	L6P
238	3	L6	P	14	0	L6P
239	3	L6	P	14	0	L6P
240	3	L6	P	14	0	L6P
241	3	L6	P	14	0	L6P
242	3	L6	P	14	0	L6P
243	3	L6	P	14	0	L6P
244	3	L6	P	14	0	L6P
245	3	L6	P	14	0	L6P
246	3	L6	P	14	0	L6P
247	3	L6	P	14	0	L6P
248	3	L6	P	14	0	L6P
249	3	L6	P	14	0	L6P
250	3	P	P	14	0	PP
251	3	P	P	14	0	PP
252	3	P	P	14	0	PP
253	3	P	P	14	0	PP
254	3	P	P	14	0	PP
255	3	P	P	14	0	PP
256	3	P	P	14	0	PP
257	3	P	P	14	0	PP
258	3	P	P	14	0	PP
259	3	P	P	14	0	PP
260	3	P	P	14	0	PP
261	3	P	P	14	0	PP
262	3	P	P	14	0	PP
263	3	P	P	14	0	PP
264	3	P	P	14	0	PP
265	3	P	P	14	0	PP
266	4	K	B	1	1	KB
267	4	K	B	1	1	KB
268	4	K	B	1	1	KB
269	4	K	B	1	1	KB
270	4	K	B	1	1	KB
271	4	K	B	1	1	KB
272	4	K	B	1	1	KB
273	4	K	B	5	1	KB
274	4	K	B	5	1	KB
275	4	K	B	8	1	KB
276	4	K	B	9	1	KB
277	4	K	B	11	1	KB
278	4	K	B	11	1	KB
279	4	K	B	12	1	KB
280	4	K	B	12	1	KB
281	4	K	B	14	1	KB
282	4	A	B	1	1	AB
283	4	A	B	1	1	AB
284	4	A	B	4	1	AB
285	4	A	B	5	1	AB
286	4	A	B	6	1	AB
287	4	A	B	8	1	AB
288	4	A	B	12	1	AB
289	4	A	B	13	1	AB
290	4	A	B	13	1	AB
291	4	A	B	14	0	AB
292	4	A	B	14	0	AB
293	4	A	B	14	0	AB
294	4	A	B	14	0	AB
295	4	A	B	14	0	AB
296	4	A	B	14	0	AB
297	4	A	B	14	0	AB
298	4	L2	B	1	1	L2B
299	4	L2	B	1	1	L2B
300	4	L2	B	1	1	L2B
301	4	L2	B	1	1	L2B
302	4	L2	B	1	1	L2B
303	4	L2	B	1	1	L2B
304	4	L2	B	1	1	L2B
305	4	L2	B	1	1	L2B
306	4	L2	B	1	1	L2B
307	4	L2	B	1	1	L2B
308	4	L2	B	1	1	L2B
309	4	L2	B	1	1	L2B
310	4	L2	B	9	1	L2B
311	4	L2	B	11	1	L2B
312	4	L2	B	13	1	L2B
313	4	L2	B	14	0	L2B
314	4	L3	B	1	1	L3B
315	4	L3	B	1	1	L3B
316	4	L3	B	1	1	L3B
317	4	L3	B	1	1	L3B
318	4	L3	B	1	1	L3B
319	4	L3	B	1	1	L3B
320	4	L3	B	1	1	L3B
321	4	L3	B	5	1	L3B
322	4	L3	B	8	1	L3B
323	4	L3	B	8	1	L3B
324	4	L3	B	8	1	L3B
325	4	L3	B	9	1	L3B
326	4	L3	B	12	1	L3B
327	4	L3	B	14	1	L3B
328	4	L3	B	14	1	L3B
329	4	L3	B	14	0	L3B
330	4	L6	B	1	1	L6B
331	4	L6	B	1	1	L6B
332	4	L6	B	1	1	L6B
333	4	L6	B	1	1	L6B
334	4	L6	B	1	1	L6B
335	4	L6	B	1	1	L6B
336	4	L6	B	1	1	L6B
337	4	L6	B	2	1	L6B
338	4	L6	B	4	1	L6B
339	4	L6	B	10	1	L6B
340	4	L6	B	13	1	L6B
341	4	L6	B	14	0	L6B
342	4	L6	B	14	0	L6B
343	4	L6	B	14	0	L6B
344	4	L6	B	14	0	L6B
345	4	L6	B	14	0	L6B
346	4	P	B	1	1	PB
347	4	P	B	1	1	PB
348	4	P	B	1	1	PB
349	4	P	B	1	1	PB
350	4	P	B	1	1	PB
351	4	P	B	1	1	PB
352	4	P	B	2	1	PB
353	4	P	B	3	1	PB
354	4	P	B	5	1	PB
355	4	P	B	11	1	PB
356	4	P	B	11	1	PB
357	4	P	B	11	1	PB
358	4	P	B	14	0	PB
359	4	P	B	14	0	PB
360	4	P	B	14	0	PB
361	4	P	B	14	0	PB
362	5	K	P	14	0	KP
363	5	K	P	14	0	KP
364	5	K	P	14	0	KP
365	5	K	P	14	0	KP
366	5	K	P	14	0	KP
367	5	K	P	14	0	KP
368	5	K	P	14	0	KP
369	5	K	P	14	0	KP
370	5	K	P	14	0	KP
371	5	K	P	14	0	KP
372	5	K	P	14	0	KP
373	5	A	P	5	1	AP
374	5	A	P	11	1	AP
375	5	A	P	12	1	AP
376	5	A	P	14	0	AP
377	5	A	P	14	0	AP
378	5	A	P	14	0	AP
379	5	A	P	14	0	AP
380	5	A	P	14	0	AP
381	5	A	P	14	0	AP
382	5	A	P	14	0	AP
383	5	L2	P	9	1	L2P
384	5	L2	P	14	0	L2P
385	5	L2	P	14	0	L2P
386	5	L2	P	14	0	L2P
387	5	L2	P	14	0	L2P
388	5	L2	P	14	0	L2P
389	5	L3	P	1	1	L3P
390	5	L3	P	2	1	L3P
391	5	L3	P	8	1	L3P
392	5	L3	P	14	0	L3P
393	5	L3	P	14	0	L3P
394	5	L3	P	14	0	L3P
395	5	L3	P	14	0	L3P
396	5	L3	P	14	0	L3P
397	5	L3	P	14	0	L3P
398	5	L6	P	9	1	L6P
399	5	L6	P	11	1	L6P
400	5	L6	P	14	0	L6P
401	5	L6	P	14	0	L6P
402	5	L6	P	14	0	L6P
403	5	L6	P	14	0	L6P
404	5	L6	P	14	0	L6P
405	5	L6	P	14	0	L6P
406	5	L6	P	14	0	L6P
407	5	L6	P	14	0	L6P
408	5	L6	P	14	0	L6P
409	5	L6	P	14	0	L6P
410	5	P	P	14	0	PP
411	5	P	P	14	0	PP
412	5	P	P	14	0	PP
413	5	P	P	14	0	PP
414	5	P	P	14	0	PP
415	5	P	P	14	0	PP
416	5	P	P	14	0	PP
417	5	P	P	14	0	PP
418	6	K	B	1	1	KB
419	6	K	B	1	1	KB
420	6	K	B	1	1	KB
421	6	K	B	1	1	KB
422	6	K	B	1	1	KB
423	6	K	B	1	1	KB
424	6	K	B	1	1	KB
425	6	K	B	1	1	KB
426	6	K	B	2	1	KB
427	6	K	B	2	1	KB
428	6	K	B	6	1	KB
429	6	K	B	8	1	KB
430	6	K	B	8	1	KB
431	6	K	B	13	1	KB
432	6	K	B	14	0	KB
433	6	A	B	1	1	AB
434	6	A	B	1	1	AB
435	6	A	B	1	1	AB
436	6	A	B	1	1	AB
437	6	A	B	1	1	AB
438	6	A	B	1	1	AB
439	6	A	B	2	1	AB
440	6	A	B	5	1	AB
441	6	A	B	5	1	AB
442	6	A	B	9	1	AB
443	6	A	B	10	1	AB
444	6	A	B	12	1	AB
445	6	A	B	14	1	AB
446	6	A	B	14	0	AB
447	6	A	B	14	0	AB
448	6	L2	B	1	1	L2B
449	6	L2	B	1	1	L2B
450	6	L2	B	1	1	L2B
451	6	L2	B	1	1	L2B
452	6	L2	B	1	1	L2B
453	6	L2	B	1	1	L2B
454	6	L2	B	9	1	L2B
455	6	L2	B	10	1	L2B
456	6	L2	B	12	1	L2B
457	6	L2	B	13	1	L2B
458	6	L2	B	13	1	L2B
459	6	L2	B	14	1	L2B
460	6	L2	B	14	1	L2B
461	6	L2	B	14	0	L2B
462	6	L2	B	14	0	L2B
463	6	L3	B	1	1	L3B
464	6	L3	B	1	1	L3B
465	6	L3	B	1	1	L3B
466	6	L3	B	1	1	L3B
467	6	L3	B	1	1	L3B
468	6	L3	B	1	1	L3B
469	6	L3	B	1	1	L3B
470	6	L3	B	2	1	L3B
471	6	L3	B	4	1	L3B
472	6	L3	B	6	1	L3B
473	6	L3	B	6	1	L3B
474	6	L3	B	8	1	L3B
475	6	L3	B	8	1	L3B
476	6	L3	B	11	1	L3B
477	6	L3	B	14	1	L3B
478	6	L6	B	1	1	L6B
479	6	L6	B	1	1	L6B
480	6	L6	B	1	1	L6B
481	6	L6	B	1	1	L6B
482	6	L6	B	8	1	L6B
483	6	L6	B	10	1	L6B
484	6	L6	B	10	1	L6B
485	6	L6	B	13	1	L6B
486	6	L6	B	14	1	L6B
487	6	L6	B	14	0	L6B
488	6	L6	B	14	0	L6B
489	6	L6	B	14	0	L6B
490	6	L6	B	14	0	L6B
491	6	L6	B	14	0	L6B
492	6	L6	B	14	0	L6B
493	6	P	B	1	1	PB
494	6	P	B	1	1	PB
495	6	P	B	1	1	PB
496	6	P	B	1	1	PB
497	6	P	B	1	1	PB
498	6	P	B	1	1	PB
499	6	P	B	1	1	PB
500	6	P	B	10	1	PB
501	6	P	B	10	1	PB
502	6	P	B	10	1	PB
503	6	P	B	11	1	PB
504	6	P	B	14	1	PB
505	6	P	B	14	0	PB
506	7	K	B	1	1	KB
507	7	K	B	1	1	KB
508	7	K	B	1	1	KB
509	7	K	B	2	1	KB
510	7	K	B	8	1	KB
511	7	K	B	8	1	KB
512	7	K	B	9	1	KB
513	7	K	B	11	1	KB
514	7	K	B	11	1	KB
515	7	K	B	11	1	KB
516	7	K	B	11	1	KB
517	7	K	B	11	1	KB
518	7	K	B	11	1	KB
519	7	K	B	12	1	KB
520	7	K	B	14	0	KB
521	7	A	B	1	1	AB
522	7	A	B	1	1	AB
523	7	A	B	1	1	AB
524	7	A	B	2	1	AB
525	7	A	B	3	1	AB
526	7	A	B	5	1	AB
527	7	A	B	8	1	AB
528	7	A	B	8	1	AB
529	7	A	B	10	1	AB
530	7	A	B	10	1	AB
531	7	A	B	10	1	AB
532	7	A	B	11	1	AB
533	7	A	B	12	1	AB
534	7	A	B	14	1	AB
535	7	A	B	14	0	AB
536	7	A	B	14	0	AB
537	7	L2	B	1	1	L2B
538	7	L2	B	1	1	L2B
539	7	L2	B	1	1	L2B
540	7	L2	B	1	1	L2B
541	7	L2	B	1	1	L2B
542	7	L2	B	3	1	L2B
543	7	L2	B	4	1	L2B
544	7	L2	B	4	1	L2B
545	7	L2	B	5	1	L2B
546	7	L2	B	6	1	L2B
547	7	L2	B	8	1	L2B
548	7	L2	B	10	1	L2B
549	7	L2	B	12	1	L2B
550	7	L2	B	13	1	L2B
551	7	L2	B	14	1	L2B
552	7	L2	B	14	0	L2B
553	7	L3	B	1	1	L3B
554	7	L3	B	1	1	L3B
555	7	L3	B	1	1	L3B
556	7	L3	B	1	1	L3B
557	7	L3	B	1	1	L3B
558	7	L3	B	2	1	L3B
559	7	L3	B	4	1	L3B
560	7	L3	B	4	1	L3B
561	7	L3	B	7	1	L3B
562	7	L3	B	8	1	L3B
563	7	L3	B	11	1	L3B
564	7	L3	B	14	1	L3B
565	7	L3	B	14	0	L3B
566	7	L3	B	14	0	L3B
567	7	L3	B	14	0	L3B
568	7	L3	B	14	0	L3B
569	7	L6	B	1	1	L6B
570	7	L6	B	1	1	L6B
571	7	L6	B	1	1	L6B
572	7	L6	B	2	1	L6B
573	7	L6	B	3	1	L6B
574	7	L6	B	4	1	L6B
575	7	L6	B	5	1	L6B
576	7	L6	B	5	1	L6B
577	7	L6	B	5	1	L6B
578	7	L6	B	10	1	L6B
579	7	L6	B	10	1	L6B
580	7	L6	B	14	0	L6B
581	7	L6	B	14	0	L6B
582	7	L6	B	14	0	L6B
583	7	L6	B	14	0	L6B
584	7	P	B	1	1	PB
585	7	P	B	1	1	PB
586	7	P	B	1	1	PB
587	7	P	B	3	1	PB
588	7	P	B	6	1	PB
589	7	P	B	6	1	PB
590	7	P	B	8	1	PB
591	7	P	B	10	1	PB
592	7	P	B	10	1	PB
593	7	P	B	11	1	PB
594	7	P	B	12	1	PB
595	7	P	B	13	1	PB
596	7	P	B	14	0	PB
597	7	P	B	14	0	PB
598	7	P	B	14	0	PB
599	7	P	B	14	0	PB
600	8	K	P	1	1	KP
601	8	K	P	14	0	KP
602	8	K	P	14	0	KP
603	8	K	P	14	0	KP
604	8	K	P	14	0	KP
605	8	K	P	14	0	KP
606	8	K	P	14	0	KP
607	8	K	P	14	0	KP
608	8	K	P	14	0	KP
609	8	K	P	14	0	KP
610	8	K	P	14	0	KP
611	8	K	P	14	0	KP
612	8	K	P	14	0	KP
613	8	K	P	14	0	KP
614	8	K	P	14	0	KP
615	8	A	P	3	1	AP
616	8	A	P	14	0	AP
617	8	A	P	14	0	AP
618	8	A	P	14	0	AP
619	8	A	P	14	0	AP
620	8	A	P	14	0	AP
621	8	A	P	14	0	AP
622	8	A	P	14	0	AP
623	8	A	P	14	0	AP
624	8	A	P	14	0	AP
625	8	A	P	14	0	AP
626	8	A	P	14	0	AP
627	8	A	P	14	0	AP
628	8	A	P	14	0	AP
629	8	A	P	14	0	AP
630	8	A	P	14	0	AP
631	8	L2	P	14	1	L2P
632	8	L2	P	14	0	L2P
633	8	L2	P	14	0	L2P
634	8	L2	P	14	0	L2P
635	8	L2	P	14	0	L2P
636	8	L2	P	14	0	L2P
637	8	L2	P	14	0	L2P
638	8	L2	P	14	0	L2P
639	8	L2	P	14	0	L2P
640	8	L2	P	14	0	L2P
641	8	L2	P	14	0	L2P
642	8	L2	P	14	0	L2P
643	8	L3	P	3	1	L3P
644	8	L3	P	14	0	L3P
645	8	L3	P	14	0	L3P
646	8	L3	P	14	0	L3P
647	8	L3	P	14	0	L3P
648	8	L3	P	14	0	L3P
649	8	L3	P	14	0	L3P
650	8	L3	P	14	0	L3P
651	8	L3	P	14	0	L3P
652	8	L3	P	14	0	L3P
653	8	L3	P	14	0	L3P
654	8	L3	P	14	0	L3P
655	8	L3	P	14	0	L3P
656	8	L3	P	14	0	L3P
657	8	L3	P	14	0	L3P
658	8	L6	P	4	1	L6P
659	8	L6	P	8	1	L6P
660	8	L6	P	9	1	L6P
661	8	L6	P	14	0	L6P
662	8	L6	P	14	0	L6P
663	8	L6	P	14	0	L6P
664	8	L6	P	14	0	L6P
665	8	L6	P	14	0	L6P
666	8	L6	P	14	0	L6P
667	8	L6	P	14	0	L6P
668	8	L6	P	14	0	L6P
669	8	L6	P	14	0	L6P
670	8	L6	P	14	0	L6P
671	8	L6	P	14	0	L6P
672	8	P	P	4	1	PP
673	8	P	P	7	1	PP
674	8	P	P	8	1	PP
675	8	P	P	14	0	PP
676	8	P	P	14	0	PP
677	8	P	P	14	0	PP
678	8	P	P	14	0	PP
679	8	P	P	14	0	PP
680	8	P	P	14	0	PP
681	8	P	P	14	0	PP
682	8	P	P	14	0	PP
683	8	P	P	14	0	PP
684	8	P	P	14	0	PP
685	8	P	P	14	0	PP
686	8	P	P	14	0	PP
687	9	K	P	2	1	KP
688	9	K	P	14	0	KP
689	9	K	P	14	0	KP
690	9	K	P	14	0	KP
691	9	K	P	14	0	KP
692	9	K	P	14	0	KP
693	9	K	P	14	0	KP
694	9	K	P	14	0	KP
695	9	K	P	14	0	KP
696	9	K	P	14	0	KP
697	9	K	P	14	0	KP
698	9	K	P	14	0	KP
699	9	K	P	14	0	KP
700	9	K	P	14	0	KP
701	9	K	P	14	0	KP
702	9	A	P	1	1	AP
703	9	A	P	14	0	AP
704	9	A	P	14	0	AP
705	9	A	P	14	0	AP
706	9	A	P	14	0	AP
707	9	A	P	14	0	AP
708	9	A	P	14	0	AP
709	9	A	P	14	0	AP
710	9	A	P	14	0	AP
711	9	A	P	14	0	AP
712	9	A	P	14	0	AP
713	9	A	P	14	0	AP
714	9	L2	P	1	1	L2P
715	9	L2	P	1	1	L2P
716	9	L2	P	4	1	L2P
717	9	L2	P	13	1	L2P
718	9	L2	P	14	0	L2P
719	9	L2	P	14	0	L2P
720	9	L2	P	14	0	L2P
721	9	L2	P	14	0	L2P
722	9	L2	P	14	0	L2P
723	9	L2	P	14	0	L2P
724	9	L2	P	14	0	L2P
725	9	L2	P	14	0	L2P
726	9	L2	P	14	0	L2P
727	9	L2	P	14	0	L2P
728	9	L2	P	14	0	L2P
729	9	L2	P	14	0	L2P
730	9	L3	P	6	1	L3P
731	9	L3	P	14	0	L3P
732	9	L3	P	14	0	L3P
733	9	L3	P	14	0	L3P
734	9	L3	P	14	0	L3P
735	9	L3	P	14	0	L3P
736	9	L3	P	14	0	L3P
737	9	L3	P	14	0	L3P
738	9	L3	P	14	0	L3P
739	9	L3	P	14	0	L3P
740	9	L3	P	14	0	L3P
741	9	L3	P	14	0	L3P
742	9	L3	P	14	0	L3P
743	9	L3	P	14	0	L3P
744	9	L3	P	14	0	L3P
745	9	L6	P	1	1	L6P
746	9	L6	P	6	1	L6P
747	9	L6	P	14	0	L6P
748	9	L6	P	14	0	L6P
749	9	L6	P	14	0	L6P
750	9	L6	P	14	0	L6P
751	9	L6	P	14	0	L6P
752	9	L6	P	14	0	L6P
753	9	L6	P	14	0	L6P
754	9	L6	P	14	0	L6P
755	9	L6	P	14	0	L6P
756	9	L6	P	14	0	L6P
757	9	L6	P	14	0	L6P
758	9	L6	P	14	0	L6P
759	9	L6	P	14	0	L6P
760	9	P	P	3	1	PP
761	9	P	P	3	1	PP
762	9	P	P	14	0	PP
763	9	P	P	14	0	PP
764	9	P	P	14	0	PP
765	9	P	P	14	0	PP
766	9	P	P	14	0	PP
767	9	P	P	14	0	PP
768	9	P	P	14	0	PP
769	9	P	P	14	0	PP
770	9	P	P	14	0	PP
771	9	P	P	14	0	PP
772	9	P	P	14	0	PP
773	9	P	P	14	0	PP
774	9	P	P	14	0	PP
775	9	P	P	14	0	PP
776	10	K	B	1	1	KB
777	10	K	B	1	1	KB
778	10	K	B	1	1	KB
779	10	K	B	1	1	KB
780	10	K	B	1	1	KB
781	10	K	B	1	1	KB
782	10	K	B	3	1	KB
783	10	K	B	7	1	KB
784	10	K	B	8	1	KB
785	10	K	B	11	1	KB
786	10	K	B	12	1	KB
787	10	K	B	14	1	KB
788	10	K	B	14	0	KB
789	10	K	B	14	0	KB
790	10	A	B	1	1	AB
791	10	A	B	1	1	AB
792	10	A	B	1	1	AB
793	10	A	B	1	1	AB
794	10	A	B	1	1	AB
795	10	A	B	1	1	AB
796	10	A	B	6	1	AB
797	10	A	B	11	1	AB
798	10	A	B	12	1	AB
799	10	A	B	13	1	AB
800	10	A	B	14	1	AB
801	10	A	B	14	0	AB
802	10	A	B	14	0	AB
803	10	A	B	14	0	AB
804	10	A	B	14	0	AB
805	10	L2	B	1	1	L2B
806	10	L2	B	1	1	L2B
807	10	L2	B	1	1	L2B
808	10	L2	B	4	1	L2B
809	10	L2	B	4	1	L2B
810	10	L2	B	8	1	L2B
811	10	L2	B	9	1	L2B
812	10	L2	B	10	1	L2B
813	10	L2	B	10	1	L2B
814	10	L2	B	11	1	L2B
815	10	L2	B	12	1	L2B
816	10	L2	B	14	0	L2B
817	10	L2	B	14	0	L2B
818	10	L2	B	14	0	L2B
819	10	L3	B	1	1	L3B
820	10	L3	B	1	1	L3B
821	10	L3	B	1	1	L3B
822	10	L3	B	1	1	L3B
823	10	L3	B	1	1	L3B
824	10	L3	B	2	1	L3B
825	10	L3	B	3	1	L3B
826	10	L3	B	3	1	L3B
827	10	L3	B	5	1	L3B
828	10	L3	B	7	1	L3B
829	10	L3	B	12	1	L3B
830	10	L3	B	13	1	L3B
831	10	L3	B	14	1	L3B
832	10	L3	B	14	0	L3B
833	10	L3	B	14	0	L3B
834	10	L6	B	1	1	L6B
835	10	L6	B	1	1	L6B
836	10	L6	B	1	1	L6B
837	10	L6	B	1	1	L6B
838	10	L6	B	1	1	L6B
839	10	L6	B	1	1	L6B
840	10	L6	B	3	1	L6B
841	10	L6	B	3	1	L6B
842	10	L6	B	5	1	L6B
843	10	L6	B	6	1	L6B
844	10	L6	B	9	1	L6B
845	10	L6	B	10	1	L6B
846	10	L6	B	11	1	L6B
847	10	L6	B	12	1	L6B
848	10	L6	B	14	1	L6B
849	10	L6	B	14	0	L6B
850	10	P	B	1	1	PB
851	10	P	B	1	1	PB
852	10	P	B	1	1	PB
853	10	P	B	1	1	PB
854	10	P	B	2	1	PB
855	10	P	B	2	1	PB
856	10	P	B	4	1	PB
857	10	P	B	4	1	PB
858	10	P	B	8	1	PB
859	10	P	B	9	1	PB
860	10	P	B	10	1	PB
861	10	P	B	10	1	PB
862	10	P	B	11	1	PB
863	10	P	B	14	1	PB
864	10	P	B	14	0	PB
865	11	K	P	1	1	KP
866	11	K	P	14	1	KP
867	11	K	P	14	0	KP
868	11	K	P	14	0	KP
869	11	K	P	14	0	KP
870	11	K	P	14	0	KP
871	11	K	P	14	0	KP
872	11	K	P	14	0	KP
873	11	K	P	14	0	KP
